Name,Link Of Course,Short Description,Description,What You Will Learn,Effort,Subject,Level,Language
Introduction to Project Management,https://www.edx.org/course/introduction-project-management-adelaidex-project101x-1,Learn the principles of project management and apply them in your own work and life.,"Project management is an essential skill-set for many careers and in many contexts in our lives. Introduction to Project Management is an ideal starting point if you need to manage projects at work or at home, while not necessarily being a formally trained project manager. It is also suitable if you are considering undertaking a project in the near future and are seeking to learn and apply essential project management knowledge and skills.
To deliver a project successfully, it’s important to start by clearly identifying what the project is, and what its outcomes will be. In the course, we will show you practical ways to explore and understand your goals from the outset of your project, and to consider all the factors that may affect its execution. Step by step you will learn how to plan, scope, schedule, cost and manage your project from beginning to end. Since every project relies on the people who are delivering it, the course also enables you to explore how you can effectively communicate, manage people and employ leadership skills to successfully deliver your own project.
In Introduction to Project Management, you will learn practical ways to use project management skills, whether your project is large or small. Join us to explore how you can benefit from using project management techniques in your own projects.","What you'll learn

Core knowledge and applied skills in project management
Essential communication skills to help you manage a project
An understanding of why today’s projects are more complex",2-3 hours per week,Business & Management,Introductory,English
Introduction to Astrophysics,https://www.edx.org/course/introduction-astrophysics-epflx-phys-209-enx,Learn about the physical phenomena at play in astronomical objects and link theoretical predictions to observations.,"How can we study the Universe we live in using the only available information it provides us with: light ?
This course provides an overview of the physical phenomena at play in the astronomical objects surrounding us, from planets and stars to the cosmic filaments, from galaxies such as our own Milky Way to large galaxy clusters. The course emphasizes the links between theoretical predictions and observations.
In this course, you will learn the basics of astrophysics using simplified mathematical developments. In particular, you will learn the role played by gravity in astrophysics, including gravitational lensing, and how matter and radiation interact. The material in this course is essential to follow more advanced astrophysics courses.","What you'll learn
Influence of gravity on celestial bodies
Matter-radiation interactions
Star formation and evolution
Basics of cosmology







          View Course Syllabus

        



          Hide Course Syllabus

        




Course Syllabus
Skip Syllabus Description

        ----------

Week 1:

----------

 

** Video 1.1: (23:00 min)

- Parallaxes and Parsec

- General Introduction

- Mass and Distance scales

 

** Video 1.2: (14:42 min)

-  Kepler's Laws

 

** Vidéo 1.3: (11:58 min)

- Virial Theorem

- Potential Energy of a Sphere

 

** Vidéo 1.4: (4:38 min)

- Numerical Illustrations of Virial Theorem

 

----------

Week 2:

----------

 

** Video 2.1: (23:55 min)

- Radiation processes in Astrophysics

- Line and Continuum Radiation

- Examples of Spectra

- Radiated Energy and Units

- Radiation Pressure

- Bremsstrahlung and Synchrotron Radiations

 

** Video 2.2: (20:15)

- Black Body Radiation

- Total Luminosity (sigma T^4)

- Wien's Law

- Atomic Emission Lines

- The Case of Hydrogen

 

** Video 2.3: (21:00)

- How to Measure Radiation

- Flux, Luminosity, Filters

- Illustration: How do we Make True Color Images?

- Magnitudes

- Color of Celestial Bodies

- Distance Modulus

 

----------

Week 3:

----------

 

** Video 3.1: (23:44)

- Doppler Effect

- Doppled Measurement

- Stellar Rotation

- Exoplanets and Stellar Radial Velocities

- Hubble Law

 

** Video 3.2: (32:22)

- Interstellar Medium

- Nebular Emission, Stromgroen Sphere

- Absorption, diffusion (Mie et Rayleigh)

- Optical Depth

- Redening

 

** Video 3.3: (18:12)

- Tidal Forces

- Influence on Moon-Earth Distance

- Distance to the Moon Using Laser Measurements

 

----------

Week 4:

----------

 

** Video 4.1: (12:14)

- Roche Limit

- Example of Saturn's Rings

- Example of a Comet  Disrupted by Jupiter's Tidal Forces

 

** Vidéo 4.2 (13:43)

- Cometary Tails and Radiation Pressure

 

** Video 4.3: (15:08)

- Energy Balance

- Global Warming

 

** Video 4.4:

- Planetary Atmospheres

- Hydrostatic Equilibrium

- Atmospheric height-scale

 

----------

Week 5:

----------

 

** Video 5.1:

- Stellar Formation

- Free-fall Time

- Jeans' Mass and radius

- Kelvin-Helmholtz Time

- Stellar Energy Balance

 

** Video 5.2:

- HR Diagram

- Spectral Classification

- Effect of Redening

- Radius-Luminosiy Relation

 

** Video 5.3:

- Stellar Evolution in the HR Diagram

- Stellar Deaths

- Supernovae, Planetary Nebulae, White Dwarfs, Neutron Stars

- Age of Stellar Clusters

 

----------

Week 6:

----------

 

** Video 6.1:

- Galaxies: General Description

- Morphological Classification

 

** Video 6.2:

- Numerical Illustrations

 

** Video 6.3

- The Milky-Way

- Oort Constants and Galactic Motion

 

** Video 6.4:

- Rotation Curves of Spiral Galaxies

- Elliptical galaxies and the Virial Theorem

- Galaxy Clusters

- Dark Matter

 

----------

Week 7:

----------

 

** Video 7.1:

- Big Bang: Basic Presentation

- Hubble Expansion

- Cosmological Redshift

- Cosmic Background Radiation

 

** Video 7.2:

- Distance Ladder

- Hubble Diagram

- Cepheides as Distance Indicators

- Supernovae as Distance Indicators

 

** Video 7.3:

- Gravitational Lenses

- Deflection Angle

- Properties of Gravitational Lenses

- Light (apparent) Magnification

- Einstein Radius

- Caustics and Critical Lines

 

** Complementary video on time delays in gravitationally lensed quasars an cosmologocal applications.",2 to 4 hours per week,Physics,Introductory,English
Introduction to Statistical Methods for Gene Mapping,https://www.edx.org/course/introduction-statistical-methods-gene-kyotoux-005x-1,Learn about statistical methods used to identify genetic variants responsible for phenotypes.,"This data course is a primer to statistical genetics and covers an approach called linkage disequilibrium mapping, which analyzes non-familial data and has been successfully used to identify genetic variants associated with common and complex genetic traits.
We hope many students find this introductory course interesting and are motivated to study further topics in statistical genetics to understand biological variation from statistical standpoints.
Previous knowledge of molecular genetics and basic statistical concepts, such as statistical tests and estimation, is required. Basic knowledge on genetic variations is offered at the start of the course.","What you'll learn
Basic terms for genetic variations and gene mapping
Linkage disequilibrium mapping and genome-wide association studies (GWAS)
Common and rare variants and their effects on phenotypes",2 to 3 hours per week,Data Analysis & Statistics,Advanced,English
Introduction to jQuery,https://www.edx.org/course/introduction-jquery-microsoft-dev208x-2,"This course will teach you how to use jQuery to simplify common tasks in JavaScript,allowing the you to quickly add interactivity to web pages.","This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.jQuery is the most popular library for JavaScript. In this course, you will learn how to use jQuery to add additional power and interactivity to your web pages. You’ll see how to take advantage of jQuery in your web pages, how to work with the HTML document, and even make server-side calls.
Using jQuery, the JavaScript programmer has access to many of the powerful tools common to desktop and mobile developers use, like building event handlers and using effects for a responsive UI, the ability to manipulate your user interface without having to refresh the entire page, and creating asynchronous calls to keep your web application responsive. With jQuery, you’ll be able to take your web pages to the next level!","What you'll learn

How to integrate jQuery into your web pages
How to make server-side calls using JavaScript
To take advantage of promises to increase the performance of your pages
How to enhance the user interface of your websites using jQuery",3 to 4 hours per week,Computer Science,Intermediate,English
The Chemistry of Life,https://www.edx.org/course/chemistry-life-kyotoux-001x-2,Learn how to generate ideas at the interface between chemistry and biology.,"Chemistry and biology are traditionally taught as separate subjects at the high school level, where students memorize fundamental scientific principles that are universally accepted. However, at the university level and in industry, we learn that science is not as simple as we once thought. We are constantly confronted by questions about the unknown and required to use creative, integrated approaches to solve these problems. By bringing together knowledge from multidisciplinary fields, we are empowered with the ability to generate new ideas. The goal of this course is to develop skills for generating new ideas at the interface between chemistry and biology by analyzing pioneering studies.
When should I register? Registration will be open throughout the course.","What you'll learn

How to generate ideas for research and business
How to read and write chemical structures
How to use chemistry for biology
How to control biological events by chemical means
How to integrate chemistry and biology",2 to 3 hours per week,Biology & Life Sciences,Introductory,English
Culture of Services: New Perspective on Customer Relations,https://www.edx.org/course/culture-services-new-perspective-kyotoux-002x-1,Learn how to analyze and understand the difficult dynamics of customer service.,"Customer service is a complex phenomenon where people engage in an extended interaction to co-create value. This course focuses on social and cultural aspects of services.
In this business and management course, you will learn how to analyze customer interactions, using video data taken in actual services. Through discussions of a variety of services such as sushi bars, restaurants, hotels and apparel, you will explore the nuanced and paradoxical nature of customer relations and discuss how to design services from cultural perspective.
This MOOC is sponsored by the Society for Serviceology.","What you'll learn

Basic understanding of the culture of customer service
Basics of customer service research
How to critique and design services
How to analyze customer interactions",2-3 hours per week,Business & Management,Introductory,English
Advanced CSS Concepts,https://www.edx.org/course/advanced-css-concepts-microsoft-dev218x-0,Gain a solid foundation in developing and testing device-friendly websites using the power of CSS.,"This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.In this computer science course, you will learn how to design, develop and test device-friendly websites using CSS, one of the core technologies used for building web pages. You’ll also learn how to use Flexbox, SVG images, linting and other web developer tools to enhance your web pages.
This course is intended for:

Anyone who wants to learn Advanced CSS, any junior-level developers, students, or anyone who already has some HTML, CSS, and JavaScript training or knowledge.
People who want to make a living (or side-income) from web page design/development.","What you'll learn

Evaluating designs and recognizing the underlying layout
Analyzing style guides to build your base CSS
Building a semantic HTML and CSS foundation
Using media queries to create a responsive grid system
Building a base button module and extending it to a button primary
Building a mobile header section that includes a logo and navigation
Building a mobile hero section and positioning an image as a background
Building a media object and including an icon font
Transpiling SCSS into CSS and setting up a file structure
Building a desktop header section with variables and media query mixins
Creating an image frame module and color mask module
Using Web developer tools and linting to help you find and fix issues
Using Flexbox on the header, logo, and navigation to maximize available space
Extending your Grid with Flexbox and reversing a row for medium and large device sizes
Using SVG images and how to add them to a page using the new tag",2 to 3 hours per week,Computer Science,Intermediate,English
AngularJS: Framework Fundamentals,https://www.edx.org/course/angularjs-framework-fundamentals-microsoft-dev220x-0,"Begin programming with AngularJS, a complete JavaScript-based open-source client and server-side web application framework that allows you to use HTML as your template language.","This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.Want to get started building Web pages with AngularJS, but feel a little overwhelmed? You’ve come to the right place. This course will teach you the programming language using a series of easy to understand AngularJS tutorials. The hands-on approach will teach you how the AngularJS framework works, and enable you to use HTML as your template language. You’ll also learn the basics of AngularJS’s module definition and how to perform basic dependency injection between components.
This course is best suited for anyone wanting to learn how to use the AngularJS framework through hands-on AngularJS tutorials and examples. Students should have some prior HTML, CSS, and JavaScript training or knowledge.","What you'll learn

Set up Angular and start using Angular modules and dependency injection
Implement controllers and bind to controller scope
Construct Angular views and templates by implementing expressions and built-in directives
Implement promises as a method for processing asynchronous tasks
Build a form in Angular and perform client-side validation",2 to 3 hours per week,Computer Science,Intermediate,English
Using Open Source Web Tooling to Improve Development Proficiency,https://www.edx.org/course/using-open-source-web-tooling-improve-microsoft-dev222x-0,"Learn how to use current open source tools such as Node.js , Boostrap, Font Awesome and the NPM to improve your web dev proficiency.","This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.Have you heard about Node.js, the Node Package Manager or Bower? Perhaps you’ve wanted to dive into some open source tooling for your Web development projects.
This computer science course focuses on some of the current open source tools and technologies available today for Web developers. In the five modules of this course, you will learn how to use Node.js and the NPM along with other tools like Chalk, Angular, Bootstrap and Font Awesome.
Topics covered include:

Yeoman and its dependencies in the context of creating an Angular application;
Testing code with a focus on jsLint and unit testing with Karma;
Node.js and the NPM and how to use Minify and Sass;
Configuration and touring tools such as Karma unit tests, Angular providers and routing.","What you'll learn

Node.js and Node Package Manager
Angular and Bootstrap
Yeoman
jsLint
Minify and Sass
Angular routing and providers",3 to 5 hours per week,Computer Science,Intermediate,English
DevOps for Developers: How to Get Started,https://www.edx.org/course/introduction-devops-microsoft-dev212x-2,Learn how to make your application lifecycle faster and more predictable both for developers and the operations team.,"This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.DevOps is the union of people, process and products to enable the continuous delivery of value to end users. It aims to create a culture and environment where building, testing, and releasing software can happen rapidly, frequently, and more reliably, so you can innovate like a startup and scale for the enterprise. By taking this introductory DevOps course, you’ll be able to define DevOps, understand why you need DevOps, and learn how you can get started with DevOps. You’ll learn the key ideas and techniques to bring development and operations together to produce higher-quality software and deliver it more quickly.","What you'll learn

The value, history, and building blocks of DevOps
How to unify processes and improve collaboration between development and operations  
Continuous Integration (CI), continuous testing, and continuous deployment
Release Management, configuration management, and monitoring in DevOps







          View Course Syllabus

        



          Hide Course Syllabus

        




Course Syllabus
Skip Syllabus Description

Week 1: Introduction to DevOps Introduction to the definition, value, history, building blocks, and best practices of DevOps
Week 2: A unified process between development and operations Introduction to how Agile software development process applies to DevOps, the importance of integrating source control in DevOps, and how automation is applied to DevOps
Week 3: Continuous Integration (CI), continuous testing, and continuous deployment Introduction to the key concepts, benefits, tools, and practices of implementing Continuous Integration (CI), continuous testing, and continuous deployment
Week 4: Configuration management and release managementIntroduction to the key concepts, benefits, tools and practices of implementing release management and configuration management.  
Week 5: Monitoring and feedbackIntroduction to the key concepts and tools of tracking production and aligning with suitable metrics to improve business results.",2 to 3 hours per week,Computer Science,Introductory,English
Introduction to HTML and JavaScript,https://www.edx.org/course/introduction-html-javascript-microsoft-dev211-1x-1,"Learn the essential skills to create an interactive web application using HTML5, JavaScript CSS, and CSS3.","This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.This computer science course introduces JavaScript, HTML and CSS as programming and markup languages that are used to create web applications. The learner will gain experience with each language individually and then combine them together to create compelling web application solutions. The learner will have an opportunity to use Visual Studio Code on their operating system of choice to create and test their web applications.
This course teaches basic tasks that are necessary to create web applications with a strong semantic structure, re-usable style components and custom interactive features. This course includes hands-on labs that enable the learner to build basic HTML pages that are the components of a web application used to solve real world problems.","What you'll learn

Basic HTML markup and structure
Advanced HTML components and elements
Basic CSS Style Definitions
Basic JavaScript Programming
A selection of External Libraries for HTML Applications",2 to 3 hours per week,Computer Science,Introductory,English
Introduction to Bootstrap - A Tutorial,https://www.edx.org/course/introduction-bootstrap-tutorial-microsoft-dev203x-2,,"This course is part of the Microsoft Professional Program Certificate in Front-End Web Development.Bootstrap is an open source project originally created by Twitter to enable creation of responsive, mobile first web pages. Bootstrap has a standard set of classes that allow developers to quickly create applications that scale to devices of all sizes, and incorporate common components such as dialog boxes and validation. Bootstrap has become a de facto standard for web design.
This course is designed to be a primer on Bootstrap. By the end of the three modules you will have gained the knowledge to create pages common to all web applications, and implement the most frequently used components and classes provided by Bootstrap. You will also see how to use the tooling provided by Visual Studio to assist you in creating pages as quickly as possible.","What you'll learn

How to implement Bootstrap in existing web sites
Common Bootstrap components
How to use Bootstrap themes",1 to 2 hours per week,Computer Science,Intermediate,English
Trasplante de órganos - desafíos éticos y jurídicos | Organ Transplantation - Ethical and Legal Challenges,https://www.edx.org/course/trasplante-de-organos-desafios-eticos-y-uamx-txetj201x-2,"En este curso analizaremos algunos interrogantes éticos y jurídicos que suscita el trasplante de órganos.

 
In this course we will assess the ethical and legal challenges posed by organ transplantation.","Este curso se imparte en español con subtítulos en inglés, y tanto el material adicional como los ejercicios del curso se ofrecerán en español e inglés. / This course will be taught in Spanish with English subtitles; the required readings as well as the quizzes and other evaluation materials will be provided in both languages.

Desde que en 1954 se realizara el primer trasplante exitoso de un órgano, la cirugía de trasplantes se ha desarrollado espectacularmente brindando esperanza y calidad de vida a muchos enfermos. Mientras esas técnicas y posibilidades terapéuticas avanzan, persisten sin embargo muchos interrogantes sobre el modo en el que los órganos pueden obtenerse lícitamente. Algunos de esos dilemas nos acompañan desde siempre, otros son suscitados por la aparición de fenómenos novedosos como el turismo de trasplantes, las posibilidades que ofrece la donación tras la muerte cardiocirculatoria o los descubrimientos sobre las funciones fisiológicas remanentes en los pacientes diagnosticados en muerte cerebral. En la inmensa mayoría de los países no se pueden comprar y vender órganos. ¿Por qué? A pesar de que muchas personas siguen muriendo a la espera de recibir un órgano, en ningún país se confiscan los órganos de las personas fallecidas. ¿Por qué? ¿Pueden donar los menores? ¿Debemos prescindir de la conocida como “regla del donante cadáver” y permitir la eutanasia para la donación? ¿Con qué límites? ¿De qué manera influye la potencial condición de donante de un órgano en los cuidados que se proporcionan al final de la vida? ¿Cómo evitar el conflicto de intereses entre quienes velan por la vida de los futuros receptores de un órgano y quienes aún se afanan por cuidar a quien va a fallecer de manera irremisible e inminente?


En este curso nos adentraremos en el análisis de ésas y otras cuestiones, pero también introduciremos los nuevos desafíos que para la ética y el Derecho plantean trasplantes novedosos así como la discusión en torno a los criterios de justa distribución de los órganos

 
The first successful organ transplantation was performed in 1954. Since then, the technique has evolved tremendously, giving hope and increased quality of life to many patients around the world. While the technology and drugs advance, several controversies persist regarding the way in which organs may be obtained. Some of these dilemmas arose on the very first day in which organs’ transplantation originated; others have emerged as a result of new phenomena such as transplantation tourism, the new possibilities brought by donation after cardio-circulatory death, or increasing knowledge about the remaining physiological functions detected in patients pronounced as brain dead. Almost all countries in the world forbid the selling of organs. Why? Although many people die while on the waiting lists, in no country does the Government confiscate cadaveric organs. Why? May minors be organ donors? Should we abandon the so-called “dead donor rule” and allow “organ-donation euthanasia”? How does the potential condition of becoming a donor influence the administration of end-of-life care? How should we avoid the eventual conflict of interests between those who care for the life of future recipients of organs and those who are in charge of the dying patient-eventual-donor? In this course we will explore the answers to these questions, and we will also engage in the assessment of the more recent challenges posed by novel transplantation techniques, and, albeit briefly, in the discussion regarding the fair distribution of organs.","What you'll learn

Entender los desafíos jurídicos y éticos actuales que plantean los trasplantes de órganos / Understand the current ethical and legal challenges raised by organ transplantation.
Conocer las circunstancias clínicas que explican algunos dilemas morales / Grasp the clinical circumstances surrounding organ transplantation that explain those ethical and legal conundrums.
Conocer las respuestas jurídicas e institucionales que se han dado a los problemas suscitados por el trasplante de órganos en distintas jurisdicciones / Learn the legal and institutional frameworks that enable the practice of organ transplantation in different countries.
Saber pensar mejor sobre la aplicación de ciertos principios de la bioética a la materia de los trasplantes de órganos / Apply the bioethical principles to the domain of organ transplantation.",4-6 hours per week,Law,Intermediate,English
Biobased Processes & Implementation,https://www.edx.org/course/biobased-processes-implementation-wageningenx-bb02x,"Discover how to use microorganisms and catalysts to create biobased products, and how to market and sell those products in a profitable business model.","What does it take to create and implement a biobased product?
In this course we’ll explore 5 major issues:
1. Bioconversion Learn how to convert molecules through microbial processes. Find out how to choose the right host organism and how choices in process design influence cell growth, substrate conversion and product formation.
2. (Bio)Chemical conversion Explore catalytic conversion of biomass by discussing types of catalysts, special challenges for catalysis when converting biomass and the interplay of catalysis and up/down stream processes.
3. Business Learn the steps to transform a biobased product to a winning business case. We’ll discuss commercial, financial and organizational aspects and stakeholder management to realize biobased ambitions. You’ll also learn about the required dynamics in and timing of (innovation) activities for a sector transformation to a biobased economy.
4. Logistics and Supply Chains Understand the biobased supply chain including network design and geographical allocation of processing steps answering the key questions where to produce, how to transport and where to process biobased products.
5. Economy and Regulations Learn the economic basis for government regulations and implications for the biobased economy and in particular the responses by the private sector. This includes the economic foundations for government regulations from different perspectives, the implications for an economic assessment of regulatory policies and a look at the regulatory policies in the United States and the European Union.","What you'll learn
Students will be able to:  
Understand the potential of microorganisms for the production of biobased products.
Explain how catalysis can contribute to a biobased economy.
Understand commercial, financial and organizational aspects of running a biobased business.
Understand the complexity of logistics of biobased value chains.
Identify and qualitatively assess the major economic implications of different kind of regulations for the future of the bioeconomy.",8 to 12 hours per week,Business & Management,Intermediate,English
Introduction to Clinical Psychology,https://www.edx.org/course/introduction-clinical-psychology-uqx-psyc1030-3x,"Learn about the principles underlying psychological therapy and the features and treatment of common mental disorders, including anxiety, depression and schizophrenia.","Have you ever wondered what causes mental illness, or why we react to stress the way we do? Or what to expect as you get older?
Clinical psychology is the study of psychological disorders and the treatments designed to improve the day-to-day lives of people suffering from them. The focus of the course will be on common psychological disorders, such as schizophrenia, and the symptoms of each. We will also discuss the underlying role of stress and how it affects people mentally and physically. We will also consider more general issues and theories around personality and intelligence.
You should take this course if you want to better understand psychological disorders and how we can treat them.","What you'll learn

 Common psychological disorders including anxiety, mood disorders and Schizophrenia
Treatments for psychological disorders
How stress affects us and how we cope
Theories about personality and intelligence
What normal ageing is",1 to 2 hours per week,Humanities,Introductory,English
Basic Mandarin Chinese – Level 3,https://www.edx.org/course/basic-mandarin-chinese-level-3-mandarinx-mx103x-0,Advance your Mandarin Chinese by tackling different topics in dynamic scenarios with extensive vocabulary and compound sentence structures.,"In the third course of the Mandarin Chinese language series, you will advance your Mandarin Chinese with extensive vocabulary and complex sentence structures based on dynamic scenarios.
You will get involved in situations such as buying a cell phone, setting up a date, or going to the movies. You will not only learn to respond correctly but also to deliver your point of view and convey a clear idea in Mandarin Chinese.
Previous knowledge of Mandarin Chinese is needed.","What you'll learn

Spoken Mandarin phrases and vocabulary for complex scenarios
Greater insight to Chinese culture
Intermediate level of Chinese grammar and sentence patterns",4 hours per week,Language,Intermediate,English
The Opioid Crisis in America,https://www.edx.org/course/opioid-crisis-america-harvardx-hhp100,"Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.","Opioids are a drug class that includes the illegal drug heroin as well as powerful pain relievers, such as oxycodone, hydrocodone, codeine, morphine, fentanyl, and many others. In 2016 more than 42,000 people died from overdoses involving opioids, and 40% of all opioid overdose deaths involved a prescription opioid. Every day in the United States more than 1,000 people are treated in emergency departments for not using prescription opioids as directed. On average, 115 Americans die every day from an opioid overdose. Drug overdose is now the leading cause of accidental death in the U.S., and opioid addiction is driving this epidemic.
This course challenges preconceptions about addiction and about who can become addicted to opioids. Our main goals are to reduce the stigma that exists around addiction, help prevent overdose deaths and encourage people to learn about the multiple pathways to treatment. You will learn about these topics from a variety of medical experts and hear from people who have experienced addiction themselves, or who have lost a family member to an overdose.
This course is available for Continuing Education credit. Enroll in the course to learn more about options for earning credit.","What you'll learn
In this course, you will learn about opioid use and addiction and how it has evolved over time, leading to the current public health crisis in the United States. We will cover all of the following points:
Medical and non-medical use of opioids, including heroin and fentanyl
How to manage pain with and without opioids
The risks and neurological pathways to opioid addiction
That addiction is a disease of the brain, not a lack of will, and there are multiple ways people can become addicted to opioids
How men and women experience opioid addiction and treatment differently
How opioid addiction impacts adolescents and young people
The individual and social impacts of opioid addiction
The latest harm reduction approaches that law enforcement and public health officials are using to reduce opioid overdose deaths
Empathic evidence-based behavioral approaches and effective medications that health care professionals can offer people who have an addiction to opioids
How the path to recovery is not always straightforward, but there is life after addiction
Across seven lessons, you will learn about the origins and spread of opioid use, misuse, and addiction. Our experts also cover the appropriate ways in which this class of drugs can be used to treat specific pain conditions. We also explore deeply the impact of opioid misuse on the individual, family, and community. The course includes information about the differences between men and women when it comes to addiction and treatment, as well as the particular risks of opioid addiction in young people. And throughout the course, you will see and hear stories from people who are in recovery and those who have lost family members to overdose. While our course is not intended to serve as medical advice, you will learn about a wide variety of treatment options available to people with addiction.






          View Course Syllabus

        



          Hide Course Syllabus

        




Course Syllabus
Skip Syllabus Description
Lesson 1: How has opioid misuse evolved and spread? Why is this a public health crisis in America?Lesson 2: Are opioids ""bad"" drugs, or are there appropriate ways to use them?Lesson 3: What counts as misuse and what can happen when you misuse opioids?Lesson 4: How does opioid addiction affect an individual, their family, and the community?Lesson 5: How can opioid overdose be treated and prevented?Lesson 6: How can opioid misuse and addiction be treated?Lesson 7: What does the process of long-term recovery from opioid addiction look like?",1 to 2 hours per week,Medicine,Introductory,English
Big Data Analytics,https://www.edx.org/course/big-data-analytics-adelaidex-analysisx,"Learn key technologies and techniques, including R and Apache Spark, to analyse large-scale data sets to uncover valuable business information.","Gain essential skills in today’s digital age to store, process and analyse data to inform business decisions.
In this course, part of the Big Data MicroMasters program, you will develop your knowledge of big data analytics and enhance your programming and mathematical skills. You will learn to use essential analytic tools such as Apache Spark and R.
Topics covered in this course include:

cloud-based big data analysis;
predictive analytics, including probabilistic and statistical models;
application of large-scale data analysis;
analysis of problem space and data needs.

By the end of this course, you will be able to approach large-scale data science problems with creativity and initiative.","What you'll learn
How to develop algorithms for the statistical analysis of big data;
Knowledge of big data applications;
How to use fundamental principles used in predictive analytics;
Evaluate and apply appropriate principles, techniques and theories to large-scale data science problems.",8 to 10 hours per week,Computer Science,Intermediate,English
Nuclear Reactor Physics Basics,https://www.edx.org/course/nuclear-reactor-physics-basics-mephix-mephi005x,Become familiar with nuclear reactor physics and understand what happens in the nuclear reactor core.,"This engineering course is designed to Introduce students to a range of concepts, ideas and models used in nuclear reactor physics. This course will focus on the physical theory of reactors and methods of experimental studies of the neutron field. This course course is based on the course “Neutron transport theory” which has been taught at the National Research Nuclear University “MEPhI” for the past 20 years.","What you'll learn

Define basic processes that may occur in the reactor core, laws, equations, and the limits of applicability of models describing the neutron field in the reactor;
Demonstrate practical experience of calculating the distribution of neutrons in media;
Demonstrate the ability to analyze the process of slowing down neutrons in various media (typical for nuclear fission reactors) from the standpoint of understanding the physics of the process;
Evaluate important reactor parameters including performance and safety.








          View Course Syllabus

        



          Hide Course Syllabus

        




Course Syllabus
Skip Syllabus Description
Section 1. Properties of Free Neutron and Nuclear Fission 

Describe the properties of free neutrons and it’s classification
Indentify principal nuclear reaction – neutron sources
Define main properties of nuclear fission

Section 2. Interactions of Neutrons with Matter 

Define main process of neutron interaction with nuclei of medium
Define microscopic and macroscopic cross sections and mean free path

Section 3. Neutron Field and Main Functions to Describe it 

Define neutron flux, net current, one-way currents and vector of net current
Calculate the functions in simple cases

Section 4. Diffusion Theory. Diffusion equation and Fick’s Law 

Define main approximations of diffusion theory – Fick’s Law and diffusion equation
Explain each term in diffusion equation

Section 5. Solutions of Diffusion Equation in Different Geometries 

Define initial and boundary conditions to find solution
Find solutions of diffusion equation in different geometries
Interpret the solutions from physical meaning

Section 6. Solutions of Diffusion Equation in Multiplying Medium 

Find and interpret the solution in multiplying medium
Define material and geometry buckling, multiplication factor

Section 7. Main Principals of Slowing down of Neutrons

Define the reason to slow down of neutrons
Explain what nuclear reaction is the best for slowing down
Explain main principals of elastic scattering – post collision energy range, frequency function, mean energy loss per one collision etc.

Section 8. Neutron Spectrum in Non-Absorbing Medium 

Define lethargy of neutrons and it’s connection to energy
Explain the terms in slowing down equation
Find the solution in non-absorbing medium

Section 9. Neutron Spectrum in Absorbing Medium 

Explain the dependency of absorbing cross section to energy
Define Doppler effect, slowing down density, resonance escape probability
Find solution of slowing down equation in absorbing medium

Section 10. Thermalization of Neutrons 

Define main principles of neutron behavior in thermal range
Explain ideas to find thermal neutron flux – Maxwell’s spectrum
Define averaged cross section, Vescott factors and it’s dependency on ambient temperature

Section 11. Multi Group Method 

Define energy group
Define principles of getting averaged cross section
Explain the multi group approximation
Find solutions of group diffusion equations",3-4 hours per week,Physics,Intermediate,English
Introduction to Linux,https://www.edx.org/course/introduction-linux-linuxfoundationx-lfs101x-1,Never learned Linux? Want a refresh? Take this course free or get a verified certificate for $99!,"Develop a good working knowledge of Linux using both the graphical interface and command line, covering the major Linux distribution families.
Linux powers 100% of the world’s supercomputers, most of the servers powering the Internet, the majority of financial trades worldwide and over two billion Android devices. In short, Linux is everywhere. It appears in many different architectures, from mainframes to server to desktop to mobile and on a staggeringly wide variety of hardware.
Moreover, 80 percent of hiring managers reported that they will prioritize hiring Linux talent relative to other skills areas, and 47 percent of hiring managers say they’re more likely to hire a candidate with Linux certification.
This course explores the various tools and techniques commonly used by Linux system administrators and end users to achieve their day-to-day work in a Linux environment. It is designed for experienced computer users who have limited or no previous exposure to Linux, whether they are working in an individual or Enterprise environment.
Upon completion of this training you should have a good working knowledge of Linux, from both a graphical and command line perspective, allowing you to easily navigate through any of the major Linux distributions. You will be able to continue your progress as either a user, system administrator or developer using the acquired skill set.
Join the 800,000+ students who are already enrolled in this course and start your Linux journey.","What you'll learn

A good working knowledge of Linux
How to navigate through major Linux distributions
System configurations and graphical interface of Linux
Basic command line operations
Common applications of Linux",Most users will find that thoroughly covering the material will take anywhere from  40 to 60 hours,Computer Science,Introductory,English
